HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2024-02-16 13:00:00;2024-02-16 14:00:00;DK2;241,149994;32,349998
2024-02-16 13:00:00;2024-02-16 14:00:00;DK1;400,899994;53,779999
2024-02-16 13:00:00;2024-02-16 14:00:00;DE;400,899994;53,779999
2024-02-16 14:00:00;2024-02-16 15:00:00;SYSTEM;388,899994;52,169998
2024-02-16 14:00:00;2024-02-16 15:00:00;SE4;233,250000;31,290001
2024-02-16 14:00:00;2024-02-16 15:00:00;SE3;233,250000;31,290001
2024-02-16 14:00:00;2024-02-16 15:00:00;NO2;428,559998;57,490002
2024-02-16 14:00:00;2024-02-16 15:00:00;DK2;233,250000;31,290001
2024-02-16 14:00:00;2024-02-16 15:00:00;DK1;439,670013;58,980000
2024-02-16 14:00:00;2024-02-16 15:00:00;DE;466,579987;62,590000
2024-02-16 15:00:00;2024-02-16 16:00:00;SYSTEM;395,160004;53,009998
2024-02-16 15:00:00;2024-02-16 16:00:00;SE4;253,080002;33,950001
2024-02-16 15:00:00;2024-02-16 16:00:00;SE3;253,080002;33,950001
2024-02-16 15:00:00;2024-02-16 16:00:00;NO2;433,700012;58,180000
2024-02-16 15:00:00;2024-02-16 16:00:00;DK2;253,080002;33,950001
2024-02-16 15:00:00;2024-02-16 16:00:00;DK1;433,700012;58,180000
2024-02-16 15:00:00;2024-02-16 16:00:00;DE;521,739990;69,989998
2024-02-16 16:00:00;2024-02-16 17:00:00;SYSTEM;400,380005;53,709999
2024-02-16 16:00:00;2024-02-16 17:00:00;SE4;282,679993;37,919998
2024-02-16 16:00:00;2024-02-16 17:00:00;SE3;282,679993;37,919998
2024-02-16 16:00:00;2024-02-16 17:00:00;NO2;434,369995;58,270000
2024-02-16 16:00:00;2024-02-16 17:00:00;DK2;282,679993;37,919998
2024-02-16 16:00:00;2024-02-16 17:00:00;DK1;440,489990;59,090000
2024-02-16 16:00:00;2024-02-16 17:00:00;DE;541,049988;72,580002
2024-02-16 17:00:00;2024-02-16 18:00:00;SYSTEM;394,790009;52,959999
2024-02-16 17:00:00;2024-02-16 18:00:00;SE4;269,410004;36,139999
2024-02-16 17:00:00;2024-02-16 18:00:00;SE3;269,410004;36,139999
2024-02-16 17:00:00;2024-02-16 18:00:00;NO2;431,390015;57,869999
2024-02-16 17:00:00;2024-02-16 18:00:00;DK2;269,410004;36,139999
2024-02-16 17:00:00;2024-02-16 18:00:00;DK1;432,359985;58,000000
2024-02-16 17:00:00;2024-02-16 18:00:00;DE;577,130005;77,419998
2024-02-16 18:00:00;2024-02-16 19:00:00;SYSTEM;375,779999;50,410000
2024-02-16 18:00:00;2024-02-16 19:00:00;SE4;223,559998;29,990000
2024-02-16 18:00:00;2024-02-16 19:00:00;SE3;223,559998;29,990000
2024-02-16 18:00:00;2024-02-16 19:00:00;NO2;419,989990;56,340000
2024-02-16 18:00:00;2024-02-16 19:00:00;DK2;223,559998;29,990000
2024-02-16 18:00:00;2024-02-16 19:00:00;DK1;421,779999;56,580002
2024-02-16 18:00:00;2024-02-16 19:00:00;DE;572,359985;76,779999
2024-02-16 19:00:00;2024-02-16 20:00:00;SYSTEM;349,390015;46,869999
2024-02-16 19:00:00;2024-02-16 20:00:00;SE4;196,500000;26,360001
2024-02-16 19:00:00;2024-02-16 20:00:00;SE3;196,500000;26,360001
2024-02-16 19:00:00;2024-02-16 20:00:00;NO2;409,549988;54,939999
2024-02-16 19:00:00;2024-02-16 20:00:00;DK2;196,500000;26,360001
2024-02-16 19:00:00;2024-02-16 20:00:00;DK1;407,760010;54,700001
2024-02-16 19:00:00;2024-02-16 20:00:00;DE;540,229980;72,470001
2024-02-16 20:00:00;2024-02-16 21:00:00;SYSTEM;336,649994;45,160000
2024-02-16 20:00:00;2024-02-16 21:00:00;SE4;190,160004;25,510000
2024-02-16 20:00:00;2024-02-16 21:00:00;SE3;190,160004;25,510000
2024-02-16 20:00:00;2024-02-16 21:00:00;NO2;406,200012;54,490002
2024-02-16 20:00:00;2024-02-16 21:00:00;DK2;190,160004;25,510000
2024-02-16 20:00:00;2024-02-16 21:00:00;DK1;406,200012;54,490002
2024-02-16 20:00:00;2024-02-16 21:00:00;DE;517,340027;69,400002
2024-02-16 21:00:00;2024-02-16 22:00:00;SYSTEM;318,230011;42,689999
2024-02-16 21:00:00;2024-02-16 22:00:00;SE4;182,110001;24,430000
2024-02-16 21:00:00;2024-02-16 22:00:00;SE3;182,110001;24,430000
2024-02-16 21:00:00;2024-02-16 22:00:00;NO2;399,709991;53,619999
2024-02-16 21:00:00;2024-02-16 22:00:00;DK2;182,110001;24,430000
2024-02-16 21:00:00;2024-02-16 22:00:00;DK1;399,709991;53,619999
2024-02-16 21:00:00;2024-02-16 22:00:00;DE;507,279999;68,050003
2024-02-16 22:00:00;2024-02-16 23:00:00;SYSTEM;298,549988;40,049999
2024-02-16 22:00:00;2024-02-16 23:00:00;SE4;145,809998;19,559999
2024-02-16 22:00:00;2024-02-16 23:00:00;SE3;145,809998;19,559999
2024-02-16 22:00:00;2024-02-16 23:00:00;NO2;399,489990;53,590000
2024-02-16 22:00:00;2024-02-16 23:00:00;DK2;145,809998;19,559999
2024-02-16 22:00:00;2024-02-16 23:00:00;DK1;399,489990;53,590000
2024-02-16 22:00:00;2024-02-16 23:00:00;DE;447,420013;60,020000
2024-02-16 23:00:00;2024-02-17 00:00:00;SYSTEM;292,380005;39,220001
2024-02-16 23:00:00;2024-02-17 00:00:00;SE4;144,029999;19,320000
2024-02-16 23:00:00;2024-02-17 00:00:00;SE3;144,029999;19,320000
2024-02-16 23:00:00;2024-02-17 00:00:00;NO2;383,260010;51,410000
2024-02-16 23:00:00;2024-02-17 00:00:00;DK2;144,029999;19,320000
2024-02-16 23:00:00;2024-02-17 00:00:00;DK1;383,260010;51,410000
2024-02-16 23:00:00;2024-02-17 00:00:00;DE;427,239990;57,310001
2024-02-17 00:00:00;2024-02-17 01:00:00;SYSTEM;285,079987;38,240002
2024-02-17 00:00:00;2024-02-17 01:00:00;SE4;140,750000;18,879999
2024-02-17 00:00:00;2024-02-17 01:00:00;SE3;140,750000;18,879999
2024-02-17 00:00:00;2024-02-17 01:00:00;NO2;372,670013;49,990002
2024-02-17 00:00:00;2024-02-17 01:00:00;DK2;140,750000;18,879999
2024-02-17 00:00:00;2024-02-17 01:00:00;DK1;361,859985;48,540001
2024-02-17 00:00:00;2024-02-17 01:00:00;DE;424,929993;57,000000
2024-02-17 01:00:00;2024-02-17 02:00:00;SYSTEM;283,739990;38,060001
2024-02-17 01:00:00;2024-02-17 02:00:00;SE4;137,399994;18,430000
2024-02-17 01:00:00;2024-02-17 02:00:00;SE3;137,399994;18,430000
2024-02-17 01:00:00;2024-02-17 02:00:00;NO2;374,989990;50,299999
2024-02-17 01:00:00;2024-02-17 02:00:00;DK2;137,399994;18,430000
2024-02-17 01:00:00;2024-02-17 02:00:00;DK1;374,989990;50,299999
2024-02-17 01:00:00;2024-02-17 02:00:00;DE;416,579987;55,880001
2024-02-17 02:00:00;2024-02-17 03:00:00;SYSTEM;281,649994;37,779999
2024-02-17 02:00:00;2024-02-17 03:00:00;SE4;98,550003;13,220000
2024-02-17 02:00:00;2024-02-17 03:00:00;SE3;98,550003;13,220000
2024-02-17 02:00:00;2024-02-17 03:00:00;NO2;382,890015;51,360001
2024-02-17 02:00:00;2024-02-17 03:00:00;DK2;98,550003;13,220000
2024-02-17 02:00:00;2024-02-17 03:00:00;DK1;382,890015;51,360001
2024-02-17 02:00:00;2024-02-17 03:00:00;DE;407,489990;54,660000
2024-02-17 03:00:00;2024-02-17 04:00:00;SYSTEM;287,690002;38,590000
2024-02-17 03:00:00;2024-02-17 04:00:00;SE4;83,199997;11,160000
2024-02-17 03:00:00;2024-02-17 04:00:00;SE3;83,199997;11,160000
2024-02-17 03:00:00;2024-02-17 04:00:00;NO2;394,220001;52,880001
2024-02-17 03:00:00;2024-02-17 04:00:00;DK2;83,199997;11,160000
2024-02-17 03:00:00;2024-02-17 04:00:00;DK1;394,220001;52,880001
2024-02-17 03:00:00;2024-02-17 04:00:00;DE;407,190002;54,619999
2024-02-17 04:00:00;2024-02-17 05:00:00;SYSTEM;291,640015;39,119999
2024-02-17 04:00:00;2024-02-17 05:00:00;SE4;74,480003;9,990000
2024-02-17 04:00:00;2024-02-17 05:00:00;SE3;74,480003;9,990000
2024-02-17 04:00:00;2024-02-17 05:00:00;NO2;400,779999;53,759998
2024-02-17 04:00:00;2024-02-17 05:00:00;DK2;74,480003;9,990000
2024-02-17 04:00:00;2024-02-17 05:00:00;DK1;400,779999;53,759998
2024-02-17 04:00:00;2024-02-17 05:00:00;DE;413,600006;55,480000
2024-02-17 05:00:00;2024-02-17 06:00:00;SYSTEM;293,350006;39,349998
2024-02-17 05:00:00;2024-02-17 06:00:00;SE4;82,820000;11,110000
2024-02-17 05:00:00;2024-02-17 06:00:00;SE3;82,820000;11,110000
2024-02-17 05:00:00;2024-02-17 06:00:00;NO2;403,609985;54,139999
2024-02-17 05:00:00;2024-02-17 06:00:00;DK2;82,820000;11,110000
2024-02-17 05:00:00;2024-02-17 06:00:00;DK1;403,609985;54,139999
2024-02-17 05:00:00;2024-02-17 06:00:00;DE;411,290009;55,169998
2024-02-17 06:00:00;2024-02-17 07:00:00;SYSTEM;324,440002;43,520000
2024-02-17 06:00:00;2024-02-17 07:00:00;SE4;128,449997;17,230000
2024-02-17 06:00:00;2024-02-17 07:00:00;SE3;128,449997;17,230000
2024-02-17 06:00:00;2024-02-17 07:00:00;NO2;414,500000;55,599998
2024-02-17 06:00:00;2024-02-17 07:00:00;DK2;128,449997;17,230000
2024-02-17 06:00:00;2024-02-17 07:00:00;DK1;424,190002;56,900002
2024-02-17 06:00:00;2024-02-17 07:00:00;DE;424,190002;56,900002
2024-02-17 07:00:00;2024-02-17 08:00:00;SYSTEM;347,850006;46,660000
2024-02-17 07:00:00;2024-02-17 08:00:00;SE4;147,460007;19,780001
2024-02-17 07:00:00;2024-02-17 08:00:00;SE3;147,460007;19,780001
2024-02-17 07:00:00;2024-02-17 08:00:00;NO2;439,320007;58,930000
2024-02-17 07:00:00;2024-02-17 08:00:00;DK2;164,610001;22,080000
2024-02-17 07:00:00;2024-02-17 08:00:00;DK1;479,130005;64,269997
2024-02-17 07:00:00;2024-02-17 08:00:00;DE;483,750000;64,889999
2024-02-17 08:00:00;2024-02-17 09:00:00;SYSTEM;358,209991;48,049999
2024-02-17 08:00:00;2024-02-17 09:00:00;SE4;159,759995;21,430000
2024-02-17 08:00:00;2024-02-17 09:00:00;SE3;159,759995;21,430000
2024-02-17 08:00:00;2024-02-17 09:00:00;NO2;457,209991;61,330002
2024-02-17 08:00:00;2024-02-17 09:00:00;DK2;224,250000;30,080000
2024-02-17 08:00:00;2024-02-17 09:00:00;DK1;471,829987;63,290001
2024-02-17 08:00:00;2024-02-17 09:00:00;DE;471,829987;63,290001
2024-02-17 09:00:00;2024-02-17 10:00:00;SYSTEM;353,369995;47,400002
2024-02-17 09:00:00;2024-02-17 10:00:00;SE4;154,910004;20,780001
2024-02-17 09:00:00;2024-02-17 10:00:00;SE3;154,910004;20,780001
2024-02-17 09:00:00;2024-02-17 10:00:00;NO2;447,970001;60,090000
2024-02-17 09:00:00;2024-02-17 10:00:00;DK2;224,100006;30,059999
2024-02-17 09:00:00;2024-02-17 10:00:00;DK1;462,359985;62,020000
2024-02-17 09:00:00;2024-02-17 10:00:00;DE;462,359985;62,020000
2024-02-17 10:00:00;2024-02-17 11:00:00;SYSTEM;339,570007;45,549999
2024-02-17 10:00:00;2024-02-17 11:00:00;SE4;126,059998;16,910000
2024-02-17 10:00:00;2024-02-17 11:00:00;SE3;126,059998;16,910000
2024-02-17 10:00:00;2024-02-17 11:00:00;NO2;438,429993;58,810001
2024-02-17 10:00:00;2024-02-17 11:00:00;DK2;223,869995;30,030001
2024-02-17 10:00:00;2024-02-17 11:00:00;DK1;452,440002;60,689999
2024-02-17 10:00:00;2024-02-17 11:00:00;DE;452,440002;60,689999
2024-02-17 11:00:00;2024-02-17 12:00:00;SYSTEM;329,059998;44,139999
2024-02-17 11:00:00;2024-02-17 12:00:00;SE4;98,410004;13,200000
2024-02-17 11:00:00;2024-02-17 12:00:00;SE3;98,410004;13,200000
2024-02-17 11:00:00;2024-02-17 12:00:00;NO2;420,829987;56,450001
2024-02-17 11:00:00;2024-02-17 12:00:00;DK2;224,169998;30,070000
2024-02-17 11:00:00;2024-02-17 12:00:00;DK1;434,329987;58,259998
2024-02-17 11:00:00;2024-02-17 12:00:00;DE;434,329987;58,259998
2024-02-17 12:00:00;2024-02-17 13:00:00;SYSTEM;309,380005;41,500000
2024-02-17 12:00:00;2024-02-17 13:00:00;SE4;91,099998;12,220000
2024-02-17 12:00:00;2024-02-17 13:00:00;SE3;91,099998;12,220000
2024-02-17 12:00:00;2024-02-17 13:00:00;NO2;408,230011;54,759998
2024-02-17 12:00:00;2024-02-17 13:00:00;DK2;310,200012;41,610001
2024-02-17 12:00:00;2024-02-17 13:00:00;DK1;411,890015;55,250000
2024-02-17 12:00:00;2024-02-17 13:00:00;DE;411,890015;55,250000
2024-02-17 13:00:00;2024-02-17 14:00:00;SYSTEM;330,260010;44,299999
2024-02-17 13:00:00;2024-02-17 14:00:00;SE4;96,910004;13,000000
2024-02-17 13:00:00;2024-02-17 14:00:00;SE3;96,910004;13,000000
2024-02-17 13:00:00;2024-02-17 14:00:00;NO2;420,829987;56,450001
2024-02-17 13:00:00;2024-02-17 14:00:00;DK2;440,510010;59,090000
2024-02-17 13:00:00;2024-02-17 14:00:00;DK1;440,510010;59,090000
2024-02-17 13:00:00;2024-02-17 14:00:00;DE;440,510010;59,090000
2024-02-17 14:00:00;2024-02-17 15:00:00;SYSTEM;348,000000;46,680000
2024-02-17 14:00:00;2024-02-17 15:00:00;SE4;500,010010;67,070000
2024-02-17 14:00:00;2024-02-17 15:00:00;SE3;144,100006;19,330000
2024-02-17 14:00:00;2024-02-17 15:00:00;NO2;440,369995;59,070000
2024-02-17 14:00:00;2024-02-17 15:00:00;DK2;500,010010;67,070000
2024-02-17 14:00:00;2024-02-17 15:00:00;DK1;500,010010;67,070000
2024-02-17 14:00:00;2024-02-17 15:00:00;DE;513,130005;68,830002
2024-02-17 15:00:00;2024-02-17 16:00:00;SYSTEM;360,000000;48,290001
2024-02-17 15:00:00;2024-02-17 16:00:00;SE4;545,849976;73,220001
2024-02-17 15:00:00;2024-02-17 16:00:00;SE3;175,270004;23,510000
2024-02-17 15:00:00;2024-02-17 16:00:00;NO2;445,660004;59,779999
2024-02-17 15:00:00;2024-02-17 16:00:00;DK2;545,849976;73,220001
2024-02-17 15:00:00;2024-02-17 16:00:00;DK1;545,849976;73,220001
2024-02-17 15:00:00;2024-02-17 16:00:00;DE;559,349976;75,029999
2024-02-17 16:00:00;2024-02-17 17:00:00;SYSTEM;372,529999;49,970001
2024-02-17 16:00:00;2024-02-17 17:00:00;SE4;639,789978;85,820000
2024-02-17 16:00:00;2024-02-17 17:00:00;SE3;196,289993;26,330000
2024-02-17 16:00:00;2024-02-17 17:00:00;NO2;474,809998;63,689999
2024-02-17 16:00:00;2024-02-17 17:00:00;DK2;655,520020;87,930000
2024-02-17 16:00:00;2024-02-17 17:00:00;DK1;655,520020;87,930000
2024-02-17 16:00:00;2024-02-17 17:00:00;DE;655,520020;87,930000
2024-02-17 17:00:00;2024-02-17 18:00:00;SYSTEM;385,350006;51,689999
2024-02-17 17:00:00;2024-02-17 18:00:00;SE4;797,530029;106,980003
2024-02-17 17:00:00;2024-02-17 18:00:00;SE3;196,889999;26,410000
2024-02-17 17:00:00;2024-02-17 18:00:00;NO2;762,640015;102,300003
2024-02-17 17:00:00;2024-02-17 18:00:00;DK2;820,500000;110,059998
2024-02-17 17:00:00;2024-02-17 18:00:00;DK1;820,500000;110,059998
2024-02-17 17:00:00;2024-02-17 18:00:00;DE;820,500000;110,059998
2024-02-17 18:00:00;2024-02-17 19:00:00;SYSTEM;378,790009;50,810001
2024-02-17 18:00:00;2024-02-17 19:00:00;SE4;656,859985;88,110001
2024-02-17 18:00:00;2024-02-17 19:00:00;SE3;192,789993;25,860001
2024-02-17 18:00:00;2024-02-17 19:00:00;NO2;645,969971;86,650002
2024-02-17 18:00:00;2024-02-17 19:00:00;DK2;673,039978;90,279999
2024-02-17 18:00:00;2024-02-17 19:00:00;DK1;673,039978;90,279999
2024-02-17 18:00:00;2024-02-17 19:00:00;DE;673,039978;90,279999
2024-02-17 19:00:00;2024-02-17 20:00:00;SYSTEM;376,029999;50,439999
2024-02-17 19:00:00;2024-02-17 20:00:00;SE4;588,869995;78,989998
2024-02-17 19:00:00;2024-02-17 20:00:00;SE3;191,520004;25,690001
2024-02-17 19:00:00;2024-02-17 20:00:00;NO2;578,429993;77,589996
2024-02-17 19:00:00;2024-02-17 20:00:00;DK2;603,330017;80,930000
2024-02-17 19:00:00;2024-02-17 20:00:00;DK1;603,330017;80,930000
2024-02-17 19:00:00;2024-02-17 20:00:00;DE;603,330017;80,930000
2024-02-17 20:00:00;2024-02-17 21:00:00;SYSTEM;372,529999;49,970001
2024-02-17 20:00:00;2024-02-17 21:00:00;SE4;542,570007;72,779999
2024-02-17 20:00:00;2024-02-17 21:00:00;SE3;195,399994;26,209999
2024-02-17 20:00:00;2024-02-17 21:00:00;NO2;499,559998;67,010002
2024-02-17 20:00:00;2024-02-17 21:00:00;DK2;555,919983;74,570000
2024-02-17 20:00:00;2024-02-17 21:00:00;DK1;555,919983;74,570000
2024-02-17 20:00:00;2024-02-17 21:00:00;DE;555,919983;74,570000
2024-02-17 21:00:00;2024-02-17 22:00:00;SYSTEM;369,540009;49,570000
2024-02-17 21:00:00;2024-02-17 22:00:00;SE4;527,070007;70,699997
2024-02-17 21:00:00;2024-02-17 22:00:00;SE3;189,429993;25,410000
2024-02-17 21:00:00;2024-02-17 22:00:00;NO2;456,170013;61,189999
2024-02-17 21:00:00;2024-02-17 22:00:00;DK2;540,039978;72,440002
2024-02-17 21:00:00;2024-02-17 22:00:00;DK1;540,039978;72,440002
2024-02-17 21:00:00;2024-02-17 22:00:00;DE;540,039978;72,440002
2024-02-17 22:00:00;2024-02-17 23:00:00;SYSTEM;361,940002;48,549999
2024-02-17 22:00:00;2024-02-17 23:00:00;SE4;489,200012;65,620003
2024-02-17 22:00:00;2024-02-17 23:00:00;SE3;183,089996;24,559999
2024-02-17 22:00:00;2024-02-17 23:00:00;NO2;440,660004;59,110001
2024-02-17 22:00:00;2024-02-17 23:00:00;DK2;515,210022;69,110001
2024-02-17 22:00:00;2024-02-17 23:00:00;DK1;515,210022;69,110001
2024-02-17 22:00:00;2024-02-17 23:00:00;DE;515,210022;69,110001
2024-02-17 23:00:00;2024-02-18 00:00:00;SYSTEM;361,109985;48,439999
2024-02-17 23:00:00;2024-02-18 00:00:00;SE4;453,850006;60,880001
2024-02-17 23:00:00;2024-02-18 00:00:00;SE3;144,699997;19,410000
2024-02-17 23:00:00;2024-02-18 00:00:00;NO2;428,200012;57,439999
2024-02-17 23:00:00;2024-02-18 00:00:00;DK2;465,029999;62,380001
2024-02-17 23:00:00;2024-02-18 00:00:00;DK1;465,029999;62,380001
2024-02-17 23:00:00;2024-02-18 00:00:00;DE;465,029999;62,380001
2024-02-18 00:00:00;2024-02-18 01:00:00;SYSTEM;337,250000;45,240002
2024-02-18 00:00:00;2024-02-18 01:00:00;SE4;398,760010;53,490002
2024-02-18 00:00:00;2024-02-18 01:00:00;SE3;163,410004;21,920000
2024-02-18 00:00:00;2024-02-18 01:00:00;NO2;398,380005;53,439999
2024-02-18 00:00:00;2024-02-18 01:00:00;DK2;408,600006;54,810001
2024-02-18 00:00:00;2024-02-18 01:00:00;DK1;408,600006;54,810001
2024-02-18 00:00:00;2024-02-18 01:00:00;DE;408,600006;54,810001
2024-02-18 01:00:00;2024-02-18 02:00:00;SYSTEM;325,920013;43,720001
2024-02-18 01:00:00;2024-02-18 02:00:00;SE4;374,230011;50,200001
2024-02-18 01:00:00;2024-02-18 02:00:00;SE3;185,550003;24,889999
2024-02-18 01:00:00;2024-02-18 02:00:00;NO2;383,100006;51,389999
2024-02-18 01:00:00;2024-02-18 02:00:00;DK2;383,470001;51,439999
2024-02-18 01:00:00;2024-02-18 02:00:00;DK1;383,470001;51,439999
2024-02-18 01:00:00;2024-02-18 02:00:00;DE;383,470001;51,439999
2024-02-18 02:00:00;2024-02-18 03:00:00;SYSTEM;320,850006;43,040001
2024-02-18 02:00:00;2024-02-18 03:00:00;SE4;366,100006;49,110001
2024-02-18 02:00:00;2024-02-18 03:00:00;SE3;211,860001;28,420000
2024-02-18 02:00:00;2024-02-18 03:00:00;NO2;375,119995;50,320000
2024-02-18 02:00:00;2024-02-18 03:00:00;DK2;375,119995;50,320000
2024-02-18 02:00:00;2024-02-18 03:00:00;DK1;375,119995;50,320000
2024-02-18 02:00:00;2024-02-18 03:00:00;DE;375,119995;50,320000
2024-02-18 03:00:00;2024-02-18 04:00:00;SYSTEM;319,959991;42,919998
2024-02-18 03:00:00;2024-02-18 04:00:00;SE4;365,209991;48,990002
2024-02-18 03:00:00;2024-02-18 04:00:00;SE3;248,839996;33,380001
2024-02-18 03:00:00;2024-02-18 04:00:00;NO2;368,040009;49,369999
2024-02-18 03:00:00;2024-02-18 04:00:00;DK2;374,149994;50,189999
2024-02-18 03:00:00;2024-02-18 04:00:00;DK1;374,149994;50,189999
2024-02-18 03:00:00;2024-02-18 04:00:00;DE;374,149994;50,189999
2024-02-18 04:00:00;2024-02-18 05:00:00;SYSTEM;325,250000;43,630001
2024-02-18 04:00:00;2024-02-18 05:00:00;SE4;352,690002;47,310001
2024-02-18 04:00:00;2024-02-18 05:00:00;SE3;260,470001;34,939999
2024-02-18 04:00:00;2024-02-18 05:00:00;NO2;364,690002;48,919998
2024-02-18 04:00:00;2024-02-18 05:00:00;DK2;361,329987;48,470001
2024-02-18 04:00:00;2024-02-18 05:00:00;DK1;361,329987;48,470001
2024-02-18 04:00:00;2024-02-18 05:00:00;DE;361,329987;48,470001
2024-02-18 05:00:00;2024-02-18 06:00:00;SYSTEM;323,980011;43,459999
2024-02-18 05:00:00;2024-02-18 06:00:00;SE4;334,869995;44,919998
2024-02-18 05:00:00;2024-02-18 06:00:00;SE3;283,209991;37,990002
2024-02-18 05:00:00;2024-02-18 06:00:00;NO2;353,359985;47,400002
2024-02-18 05:00:00;2024-02-18 06:00:00;DK2;343,070007;46,020000
2024-02-18 05:00:00;2024-02-18 06:00:00;DK1;343,070007;46,020000
2024-02-18 05:00:00;2024-02-18 06:00:00;DE;343,070007;46,020000
2024-02-18 06:00:00;2024-02-18 07:00:00;SYSTEM;337,920013;45,330002
2024-02-18 06:00:00;2024-02-18 07:00:00;SE4;356,339996;47,799999
2024-02-18 06:00:00;2024-02-18 07:00:00;SE3;295,279999;39,610001
2024-02-18 06:00:00;2024-02-18 07:00:00;NO2;365,059998;48,970001
2024-02-18 06:00:00;2024-02-18 07:00:00;DK2;365,059998;48,970001
2024-02-18 06:00:00;2024-02-18 07:00:00;DK1;365,059998;48,970001
2024-02-18 06:00:00;2024-02-18 07:00:00;DE;365,059998;48,970001
2024-02-18 07:00:00;2024-02-18 08:00:00;SYSTEM;338,739990;45,439999
2024-02-18 07:00:00;2024-02-18 08:00:00;SE4;344,040009;46,150002
2024-02-18 07:00:00;2024-02-18 08:00:00;SE3;311,239990;41,750000
2024-02-18 07:00:00;2024-02-18 08:00:00;NO2;352,459991;47,279999
2024-02-18 07:00:00;2024-02-18 08:00:00;DK2;352,459991;47,279999
2024-02-18 07:00:00;2024-02-18 08:00:00;DK1;352,459991;47,279999
2024-02-18 07:00:00;2024-02-18 08:00:00;DE;352,459991;47,279999
2024-02-18 08:00:00;2024-02-18 09:00:00;SYSTEM;331,070007;44,410000
2024-02-18 08:00:00;2024-02-18 09:00:00;SE4;320,779999;43,029999
2024-02-18 08:00:00;2024-02-18 09:00:00;SE3;320,779999;43,029999
2024-02-18 08:00:00;2024-02-18 09:00:00;NO2;335,390015;44,990002
2024-02-18 08:00:00;2024-02-18 09:00:00;DK2;320,779999;43,029999
2024-02-18 08:00:00;2024-02-18 09:00:00;DK1;320,779999;43,029999
2024-02-18 08:00:00;2024-02-18 09:00:00;DE;320,779999;43,029999
2024-02-18 09:00:00;2024-02-18 10:00:00;SYSTEM;318,839996;42,770000
2024-02-18 09:00:00;2024-02-18 10:00:00;SE4;301,549988;40,450001
2024-02-18 09:00:00;2024-02-18 10:00:00;SE3;301,549988;40,450001
2024-02-18 09:00:00;2024-02-18 10:00:00;NO2;326,970001;43,860001
2024-02-18 09:00:00;2024-02-18 10:00:00;DK2;301,549988;40,450001
2024-02-18 09:00:00;2024-02-18 10:00:00;DK1;301,549988;40,450001
2024-02-18 09:00:00;2024-02-18 10:00:00;DE;301,549988;40,450001
2024-02-18 10:00:00;2024-02-18 11:00:00;SYSTEM;321,519989;43,130001
2024-02-18 10:00:00;2024-02-18 11:00:00;SE4;305,649994;41,000000
2024-02-18 10:00:00;2024-02-18 11:00:00;SE3;305,649994;41,000000
2024-02-18 10:00:00;2024-02-18 11:00:00;NO2;329,720001;44,230000
2024-02-18 10:00:00;2024-02-18 11:00:00;DK2;305,649994;41,000000
2024-02-18 10:00:00;2024-02-18 11:00:00;DK1;305,649994;41,000000
2024-02-18 10:00:00;2024-02-18 11:00:00;DE;305,649994;41,000000
2024-02-18 11:00:00;2024-02-18 12:00:00;SYSTEM;327,709991;43,959999
2024-02-18 11:00:00;2024-02-18 12:00:00;SE4;298,940002;40,099998
2024-02-18 11:00:00;2024-02-18 12:00:00;SE3;298,940002;40,099998
2024-02-18 11:00:00;2024-02-18 12:00:00;NO2;337,100006;45,220001
2024-02-18 11:00:00;2024-02-18 12:00:00;DK2;298,940002;40,099998
2024-02-18 11:00:00;2024-02-18 12:00:00;DK1;298,940002;40,099998
2024-02-18 11:00:00;2024-02-18 12:00:00;DE;298,940002;40,099998
2024-02-18 12:00:00;2024-02-18 13:00:00;SYSTEM;332,709991;44,630001
2024-02-18 12:00:00;2024-02-18 13:00:00;SE4;297,299988;39,880001
2024-02-18 12:00:00;2024-02-18 13:00:00;SE3;297,299988;39,880001
2024-02-18 12:00:00;2024-02-18 13:00:00;NO2;354,029999;47,490002
2024-02-18 12:00:00;2024-02-18 13:00:00;DK2;297,299988;39,880001
2024-02-18 12:00:00;2024-02-18 13:00:00;DK1;297,299988;39,880001
2024-02-18 12:00:00;2024-02-18 13:00:00;DE;297,299988;39,880001
2024-02-18 13:00:00;2024-02-18 14:00:00;SYSTEM;362,149994;48,580002
2024-02-18 13:00:00;2024-02-18 14:00:00;SE4;319,589996;42,869999
2024-02-18 13:00:00;2024-02-18 14:00:00;SE3;319,589996;42,869999
2024-02-18 13:00:00;2024-02-18 14:00:00;NO2;373,929993;50,160000
2024-02-18 13:00:00;2024-02-18 14:00:00;DK2;319,589996;42,869999
2024-02-18 13:00:00;2024-02-18 14:00:00;DK1;319,589996;42,869999
2024-02-18 13:00:00;2024-02-18 14:00:00;DE;319,589996;42,869999
2024-02-18 14:00:00;2024-02-18 15:00:00;SYSTEM;382,209991;51,270000
2024-02-18 14:00:00;2024-02-18 15:00:00;SE4;347,839996;46,660000
2024-02-18 14:00:00;2024-02-18 15:00:00;SE3;347,839996;46,660000
2024-02-18 14:00:00;2024-02-18 15:00:00;NO2;386,010010;51,779999
2024-02-18 14:00:00;2024-02-18 15:00:00;DK2;347,839996;46,660000
2024-02-18 14:00:00;2024-02-18 15:00:00;DK1;404,720001;54,290001
2024-02-18 14:00:00;2024-02-18 15:00:00;DE;404,720001;54,290001
